dataset5/B/m/color_12_0072.png m
dataset5/A/l/color_11_0516.png l
dataset5/A/q/color_16_0486.png q
dataset5/D/x/color_23_0104.png x
dataset5/C/f/color_5_0384.png f
dataset5/E/o/color_14_0260.png o
dataset5/C/e/color_4_0383.png e
dataset5/C/l/color_11_0559.png l
dataset5/E/r/color_17_0037.png r
dataset5/D/f/color_5_0233.png f
dataset5/D/t/color_19_0236.png t
dataset5/A/o/color_14_0266.png o
dataset5/A/u/color_20_0317.png u
dataset5/C/w/color_22_0868.png w
dataset5/A/p/color_15_0254.png p
dataset5/D/v/color_21_0102.png v
dataset5/B/o/color_14_0073.png o
dataset5/D/r/color_17_0637.png r
dataset5/B/q/color_16_0146.png q
dataset5/B/l/color_11_0520.png l
dataset5/C/e/color_4_0012.png e
dataset5/D/a/color_0_0385.png a
dataset5/E/u/color_20_0465.png u
dataset5/D/t/color_19_0094.png t
dataset5/D/w/color_22_0119.png w
dataset5/D/l/color_11_0088.png l
dataset5/E/s/color_18_0158.png s
dataset5/C/m/color_12_0032.png m
dataset5/D/u/color_20_0103.png u
dataset5/E/f/color_5_0345.png f
dataset5/E/t/color_19_0265.png t
dataset5/E/r/color_17_0400.png r
dataset5/B/k/color_10_0397.png k
dataset5/E/v/color_21_0316.png v
dataset5/C/i/color_8_0113.png i
dataset5/A/v/color_21_0461.png v
dataset5/D/y/color_24_0074.png y
dataset5/B/k/color_10_0278.png k
dataset5/A/l/color_11_0072.png l
dataset5/C/w/color_22_0039.png w
dataset5/C/w/color_22_0517.png w
dataset5/C/e/color_4_0163.png e
dataset5/B/x/color_23_0556.png x
dataset5/C/y/color_24_0181.png y
dataset5/C/d/color_3_0241.png d
dataset5/C/f/color_5_0388.png f
dataset5/C/h/color_7_0474.png h
dataset5/B/n/color_13_0464.png n
dataset5/B/r/color_17_0469.png r
dataset5/A/n/color_13_0376.png n
dataset5/B/v/color_21_0122.png v
dataset5/D/i/color_8_0005.png i
dataset5/E/a/color_0_0344.png a
dataset5/B/l/color_11_0285.png l
dataset5/A/e/color_4_0478.png e
dataset5/C/o/color_14_0466.png o
dataset5/B/e/color_4_0560.png e
dataset5/C/s/color_18_0313.png s
dataset5/C/u/color_20_0401.png u
dataset5/D/h/color_7_0358.png h
dataset5/A/m/color_12_0305.png m
dataset5/D/e/color_4_0278.png e
dataset5/E/q/color_16_0096.png q
dataset5/B/s/color_18_0391.png s
dataset5/C/a/color_0_0506.png a
dataset5/D/t/color_19_0477.png t
dataset5/A/u/color_20_0140.png u
dataset5/B/h/color_7_0166.png h
dataset5/D/s/color_18_0484.png s
dataset5/D/u/color_20_0440.png u
dataset5/E/r/color_17_0278.png r
dataset5/A/k/color_10_0255.png k
dataset5/C/h/color_7_0003.png h
dataset5/E/n/color_13_0149.png n
dataset5/D/n/color_13_0403.png n
dataset5/E/g/color_6_0318.png g
dataset5/B/o/color_14_0070.png o
dataset5/B/y/color_24_0166.png y
dataset5/D/a/color_0_0246.png a
dataset5/D/b/color_1_0395.png b
dataset5/D/u/color_20_0029.png u
dataset5/D/p/color_15_0508.png p
dataset5/C/c/color_2_0410.png c
dataset5/A/p/color_15_0078.png p
dataset5/D/q/color_16_0090.png q
dataset5/A/r/color_17_0084.png r
dataset5/D/l/color_11_0258.png l
dataset5/C/a/color_0_0287.png a
dataset5/E/c/color_2_0049.png c
dataset5/C/v/color_21_0012.png v
dataset5/C/i/color_8_0335.png i
dataset5/E/o/color_14_0150.png o
dataset5/A/v/color_21_0263.png v
dataset5/A/t/color_19_0497.png t
dataset5/E/y/color_24_0054.png y
dataset5/D/g/color_6_0524.png g
dataset5/B/f/color_5_0513.png f
dataset5/B/v/color_21_0530.png v
dataset5/D/b/color_1_0474.png b
dataset5/D/c/color_2_0250.png c
